item1	CCL2_BacillusS	CCL2_BacteroidesV	CCL2_CandidaA	CCL2_CD3.CD28	CCL2_ClostridiumP	CCL2_PBS	CCL2_PseudomonasA	CCL2_StaphA	IL.1a_BacillusS	IL.1a_BacteroidesV	IL.1a_CandidaA	IL.1a_CD3.CD28	IL.1a_ClostridiumP	IL.1a_PBS	IL.1a_PseudomonasA	IL.1a_StaphA	IL.5_BacillusS	IL.5_BacteroidesV	IL.5_CandidaA	IL.5_CD3.CD28	IL.5_ClostridiumP	IL.5_PBS	IL.5_PseudomonasA	IL.5_StaphA	IFN.y_BacillusS	IFN.y_BacteroidesV	IFN.y_CandidaA	IFN.y_CD3.CD28	IFN.y_ClostridiumP	IFN.y_PBS	IFN.y_PseudomonasA	IFN.y_StaphA	TNF.a_BacillusS	TNF.a_BacteroidesV	TNF.a_CandidaA	TNF.a_CD3.CD28	TNF.a_ClostridiumP	TNF.a_PBS	TNF.a_PseudomonasA	TNF.a_StaphA	CXCL1_BacillusS	CXCL1_BacteroidesV	CXCL1_CandidaA	CXCL1_CD3.CD28	CXCL1_ClostridiumP	CXCL1_PBS	CXCL1_PseudomonasA	CXCL1_StaphA	IL.1b_BacillusS	IL.1b_BacteroidesV	IL.1b_CandidaA	IL.1b_CD3.CD28	IL.1b_ClostridiumP	IL.1b_PBS	IL.1b_PseudomonasA	IL.1b_StaphA	IL.10_BacillusS	IL.10_BacteroidesV	IL.10_CandidaA	IL.10_CD3.CD28	IL.10_ClostridiumP	IL.10_PBS	IL.10_PseudomonasA	IL.10_StaphA	CCL3_BacillusS	CCL3_BacteroidesV	CCL3_CandidaA	CCL3_CD3.CD28	CCL3_ClostridiumP	CCL3_PBS	CCL3_PseudomonasA	CCL3_StaphA	CCL4_BacillusS	CCL4_BacteroidesV	CCL4_CandidaA	CCL4_CD3.CD28	CCL4_ClostridiumP	CCL4_PBS	CCL4_PseudomonasA	CCL4_StaphA	IL.17_BacillusS	IL.17_BacteroidesV	IL.17_CandidaA	IL.17_CD3.CD28	IL.17_ClostridiumP	IL.17_PBS	IL.17_PseudomonasA	IL.17_StaphA	IL.6_BacillusS	IL.6_BacteroidesV	IL.6_CandidaA	IL.6_CD3.CD28	IL.6_ClostridiumP	IL.6_PBS	IL.6_PseudomonasA	IL.6_StaphA	IL.13_BacillusS	IL.13_BacteroidesV	IL.13_CandidaA	IL.13_CD3.CD28	IL.13_ClostridiumP	IL.13_PBS	IL.13_PseudomonasA	IL.13_StaphA
CXCL1_PseudomonasA	0.229	0.1426	0.2508	0.128	0.3652	0.445	0.1106	0.1954	0.1498	0.2148	0.2998	0.1344	0.2108	0.1644	0.3606	0.1126	0.5112	0.6454	0.4142	0.3458	0.5312	0.2002	0.5818	0.2452	0.614	0.623	0.7792	0.2528	0.2346	0.2138	0.5516	0.715	0.3514	0.2656	0.692	0.1332	0.469	0.2022	0.29	0.3016	0.2024	0.182	0.1886	0.1202	0.2794	0.1476	0.1812	0.2016	0.2016	0.198	0.3258	0.1422	0.1914	0.1958	0.1456	0.138	0.227	0.3018	0.263	0.162	0.2382	0.1936	0.1828	0.1326	0.7146	0.5784	0.7618	0.1946	0.7112	0.7594	0.5422	0.3888	0.7028	0.6554	0.709	0.2348	0.7186	0.5472	0.6804	0.5528	0.5858	0.451	0.4454	0.3928	0.7732	0.2372	0.6502	0.6646	0.2622	0.6924	0.2372	0.1772	0.1862	0.1942	0.6896	0.2446	0.1736	0.1708	0.3332	0.1498	0.1762	0.162	0.1284	0.16
CXCL1_StaphA	0.2528	0.1702	0.2764	0.1554	0.3968	0.4744	0.129	0.2114	0.178	0.2398	0.3196	0.1482	0.2438	0.1734	0.4014	0.136	0.539	0.663	0.431	0.3738	0.5556	0.208	0.5992	0.2856	0.6354	0.6388	0.7954	0.273	0.25	0.2184	0.5744	0.7274	0.3884	0.2974	0.7104	0.1556	0.5026	0.218	0.3324	0.3316	0.22	0.1996	0.2138	0.1406	0.3086	0.1622	0.2046	0.2164	0.2082	0.2074	0.3258	0.1588	0.2056	0.2062	0.1606	0.148	0.2442	0.3298	0.2622	0.182	0.2534	0.1992	0.21	0.1542	0.7358	0.597	0.7778	0.2094	0.7258	0.773	0.5652	0.4034	0.7224	0.6708	0.7234	0.2644	0.7372	0.5684	0.6994	0.5768	0.6048	0.4776	0.4734	0.424	0.792	0.241	0.666	0.681	0.291	0.7034	0.2502	0.2036	0.2176	0.2048	0.7076	0.2636	0.187	0.189	0.3492	0.1722	0.1938	0.1716	0.1466	0.1738
IL.1b_BacillusS	0.3054	0.1406	0.2854	0.1458	0.501	0.582	0.0922	0.2188	0.1316	0.23	0.3514	0.0832	0.2648	0.0924	0.51	0.0922	0.6588	0.7736	0.5128	0.468	0.684	0.1338	0.7222	0.3264	0.7476	0.757	0.9192	0.298	0.2558	0.1416	0.6944	0.8494	0.4906	0.365	0.8136	0.1054	0.6296	0.1918	0.4236	0.3816	0.24	0.2104	0.2574	0.1176	0.3822	0.1394	0.2084	0.2122	0.1368	0.131	0.2832	0.0894	0.1338	0.1148	0.0924	0.0814	0.1812	0.3762	0.1882	0.124	0.2016	0.1066	0.1912	0.0842	0.8336	0.721	0.878	0.1696	0.8288	0.8786	0.669	0.4296	0.8188	0.781	0.8278	0.3268	0.8372	0.679	0.8028	0.7012	0.7186	0.592	0.593	0.5382	0.897	0.157	0.78	0.7918	0.334	0.8296	0.2148	0.1874	0.2192	0.1438	0.821	0.2526	0.1302	0.1228	0.3648	0.121	0.143	0.0946	0.0838	0.1054
IL.1b_BacteroidesV	0.2972	0.133	0.2784	0.1302	0.4922	0.5738	0.0842	0.2174	0.1194	0.219	0.3432	0.076	0.253	0.0888	0.4996	0.0832	0.6516	0.7634	0.5064	0.4604	0.6772	0.1302	0.7152	0.3088	0.735	0.7444	0.8936	0.2862	0.249	0.1398	0.6808	0.8354	0.4778	0.3588	0.8052	0.1036	0.6226	0.1842	0.4158	0.3766	0.2378	0.2066	0.245	0.1102	0.3746	0.139	0.2048	0.2146	0.1346	0.1304	0.2792	0.079	0.127	0.1148	0.087	0.0726	0.179	0.3614	0.1922	0.1112	0.2	0.1078	0.1756	0.078	0.8166	0.7104	0.8622	0.1642	0.819	0.8604	0.6602	0.4268	0.806	0.7732	0.8152	0.307	0.8262	0.6712	0.794	0.6886	0.7088	0.586	0.5872	0.5328	0.8766	0.1584	0.7722	0.7834	0.3162	0.8166	0.2118	0.1772	0.199	0.1396	0.8084	0.249	0.1232	0.1192	0.3574	0.1072	0.1392	0.091	0.0732	0.098
IL.1b_CandidaA	0.387	0.284	0.3794	0.2984	0.505	0.5578	0.2406	0.3366	0.273	0.3538	0.4168	0.2298	0.3694	0.2214	0.5056	0.2598	0.6174	0.7242	0.5222	0.4878	0.637	0.2616	0.6638	0.4006	0.708	0.7092	0.8762	0.3938	0.3606	0.27	0.6388	0.8056	0.4896	0.4262	0.7768	0.2482	0.586	0.311	0.4618	0.4364	0.3472	0.3348	0.3566	0.2734	0.433	0.2706	0.3282	0.3296	0.2788	0.28	0.3984	0.239	0.2784	0.2472	0.2434	0.2274	0.3146	0.43	0.3272	0.2748	0.3198	0.244	0.326	0.2424	0.7976	0.6616	0.8458	0.3062	0.7918	0.8438	0.6236	0.479	0.7786	0.7314	0.7948	0.4016	0.8032	0.6364	0.7596	0.645	0.666	0.563	0.5644	0.5336	0.8614	0.2888	0.7316	0.7406	0.4054	0.786	0.3446	0.3312	0.341	0.272	0.7756	0.3548	0.282	0.2786	0.4324	0.2746	0.293	0.2332	0.2394	0.2532
IL.1b_CD3.CD28	0.2514	0.0808	0.2264	0.0794	0.5066	0.604	0.04	0.1618	0.068	0.165	0.3018	0.0306	0.2034	0.0518	0.5182	0.0368	0.6752	0.7902	0.5058	0.4558	0.7066	0.0902	0.7444	0.2738	0.767	0.7748	0.948	0.2448	0.2074	0.1046	0.7124	0.8662	0.4902	0.3264	0.8346	0.0542	0.6522	0.145	0.3988	0.3632	0.1864	0.1522	0.1922	0.0602	0.3522	0.0854	0.1522	0.1662	0.0858	0.0798	0.2276	0.035	0.0802	0.0732	0.0428	0.0298	0.1318	0.3332	0.1458	0.0664	0.1568	0.0598	0.1236	0.0354	0.8516	0.7448	0.8974	0.1188	0.851	0.8988	0.6946	0.4138	0.84	0.8076	0.8482	0.2666	0.8564	0.701	0.827	0.7254	0.745	0.6044	0.6038	0.5452	0.925	0.1168	0.8046	0.813	0.2904	0.8492	0.1586	0.1212	0.1524	0.0916	0.8362	0.206	0.0732	0.0694	0.3296	0.0642	0.0842	0.0528	0.0266	0.0552
IL.1b_ClostridiumP	0.2824	0.1254	0.2586	0.1206	0.4822	0.568	0.0776	0.2034	0.1132	0.2062	0.328	0.07	0.2292	0.0884	0.4874	0.077	0.639	0.7592	0.4976	0.4488	0.6666	0.128	0.708	0.2872	0.7274	0.7336	0.891	0.2776	0.2408	0.1364	0.675	0.827	0.465	0.3368	0.8006	0.0958	0.615	0.1744	0.392	0.362	0.2236	0.198	0.2316	0.104	0.3642	0.1276	0.1912	0.2048	0.1326	0.1234	0.2694	0.0776	0.1222	0.1132	0.083	0.07	0.1694	0.3488	0.1878	0.109	0.191	0.1028	0.1626	0.0732	0.8172	0.7052	0.856	0.1578	0.8126	0.8568	0.653	0.4214	0.8032	0.7636	0.8118	0.2882	0.823	0.6674	0.7888	0.6822	0.7054	0.5786	0.5776	0.5234	0.8716	0.1556	0.7658	0.777	0.3018	0.808	0.1972	0.163	0.1864	0.1316	0.8028	0.2414	0.1172	0.1096	0.345	0.1034	0.13	0.0906	0.069	0.0942
IL.1b_PBS	0.3164	0.144	0.2912	0.1544	0.5882	0.6882	0.081	0.2092	0.145	0.233	0.355	0.078	0.2864	0.0744	0.6054	0.105	0.7626	0.9078	0.5624	0.5298	0.787	0.1072	0.8416	0.358	0.9442	0.914	0.6778	0.3008	0.2548	0.1192	0.8088	0.9022	0.5804	0.401	0.995	0.0984	0.738	0.1982	0.4864	0.4304	0.2304	0.2036	0.2538	0.1126	0.4204	0.117	0.2014	0.2022	0.1196	0.124	0.2548	0.078	0.1224	0.0816	0.0982	0.0746	0.1774	0.4032	0.1622	0.1298	0.196	0.0686	0.1986	0.0928	0.9464	0.8378	0.8106	0.1662	0.9614	0.804	0.7936	0.4672	0.9816	0.9262	0.9562	0.336	0.9362	0.7974	0.9748	0.8158	0.8456	0.6752	0.6806	0.619	0.7566	0.1268	0.9412	0.9466	0.3672	0.9174	0.202	0.1996	0.2294	0.1258	0.9966	0.2502	0.1306	0.1236	0.3688	0.1294	0.1498	0.076	0.0796	0.1012
IL.1b_PseudomonasA	0.2376	0.0732	0.2114	0.059	0.46	0.5668	0.0462	0.1614	0.058	0.1494	0.2826	0.0348	0.1772	0.0644	0.4648	0.032	0.6414	0.7612	0.4692	0.417	0.6728	0.1044	0.711	0.2324	0.7278	0.7374	0.8826	0.2286	0.2016	0.118	0.6734	0.8306	0.4408	0.2916	0.8084	0.0582	0.6144	0.1432	0.36	0.3366	0.1772	0.1488	0.1772	0.0578	0.3256	0.0942	0.15	0.1618	0.0942	0.086	0.2366	0.041	0.085	0.0938	0.043	0.0356	0.1308	0.2996	0.1572	0.0592	0.1624	0.0848	0.102	0.033	0.8222	0.7096	0.8562	0.1134	0.8202	0.8534	0.6576	0.4052	0.8066	0.7702	0.8172	0.233	0.8268	0.6668	0.7948	0.6908	0.7096	0.5658	0.5704	0.4962	0.8688	0.1368	0.7708	0.7862	0.2558	0.8054	0.1592	0.1036	0.1262	0.0976	0.808	0.2032	0.0714	0.0666	0.3074	0.0514	0.0762	0.0628	0.0306	0.0582
IL.1b_StaphA	0.2522	0.074	0.2308	0.0758	0.5134	0.6056	0.0356	0.1604	0.0664	0.1594	0.3024	0.0258	0.2034	0.0474	0.5192	0.033	0.6854	0.8016	0.509	0.4578	0.7134	0.084	0.7528	0.2712	0.7736	0.7774	0.9488	0.2476	0.205	0.0998	0.7188	0.8726	0.4976	0.3266	0.8426	0.0488	0.66	0.1404	0.4006	0.3638	0.1816	0.1486	0.192	0.0574	0.3526	0.0814	0.1474	0.1596	0.079	0.0722	0.2232	0.0288	0.0746	0.0682	0.0402	0.0254	0.1246	0.3324	0.1408	0.0606	0.1564	0.0562	0.1178	0.0302	0.861	0.7518	0.9018	0.1118	0.8602	0.9042	0.704	0.407	0.8472	0.8134	0.8518	0.2676	0.8622	0.7072	0.8356	0.737	0.7506	0.6092	0.6156	0.5528	0.9262	0.115	0.8098	0.8204	0.2856	0.8516	0.1512	0.1178	0.148	0.0868	0.8416	0.2018	0.0692	0.0644	0.326	0.058	0.0824	0.0464	0.024	0.0488
IL.10_BacillusS	0.2914	0.1582	0.2812	0.149	0.4362	0.5184	0.1218	0.2368	0.145	0.235	0.3328	0.1162	0.2444	0.1388	0.4392	0.1166	0.5836	0.7038	0.4674	0.4148	0.6072	0.1774	0.6484	0.288	0.6638	0.6832	0.8162	0.2978	0.2654	0.1876	0.6216	0.7686	0.4216	0.3242	0.749	0.1362	0.5502	0.2134	0.369	0.349	0.249	0.226	0.2448	0.1384	0.356	0.1688	0.2226	0.2358	0.1822	0.175	0.3106	0.1256	0.1684	0.166	0.1228	0.1178	0.2136	0.3374	0.239	0.1474	0.2304	0.1628	0.1866	0.1152	0.765	0.6514	0.7938	0.1942	0.7624	0.7944	0.5972	0.4184	0.7482	0.7168	0.7588	0.2924	0.764	0.6024	0.7372	0.6218	0.6504	0.5278	0.521	0.4698	0.806	0.209	0.7128	0.7222	0.3042	0.7536	0.2368	0.1956	0.206	0.1746	0.749	0.2668	0.159	0.1558	0.351	0.139	0.164	0.1412	0.1176	0.139
IL.10_BacteroidesV	0.2994	0.2556	0.3066	0.205	0.2822	0.3362	0.2738	0.3098	0.237	0.2934	0.3462	0.3116	0.232	0.3394	0.2604	0.2406	0.3614	0.4438	0.389	0.298	0.3708	0.359	0.399	0.232	0.4528	0.4596	0.5446	0.332	0.3346	0.3772	0.4054	0.4874	0.2536	0.2712	0.4796	0.3024	0.3252	0.3006	0.2426	0.2974	0.3022	0.2896	0.2804	0.2634	0.3134	0.3022	0.2938	0.3204	0.37	0.349	0.434	0.3252	0.3384	0.3824	0.2914	0.3242	0.3262	0.2968	0.414	0.2964	0.338	0.3776	0.2522	0.277	0.4932	0.3904	0.5296	0.3266	0.4856	0.5332	0.3712	0.4148	0.4866	0.4466	0.4992	0.2628	0.5048	0.394	0.4692	0.3772	0.4164	0.364	0.3268	0.314	0.5402	0.3918	0.4602	0.4464	0.2482	0.5	0.345	0.2658	0.224	0.334	0.4832	0.3194	0.3024	0.3222	0.3732	0.2792	0.2826	0.34	0.2978	0.3278
IL.10_CandidaA	0.3574	0.2136	0.3392	0.2302	0.537	0.6102	0.1518	0.2774	0.204	0.2984	0.3892	0.136	0.3364	0.1366	0.5398	0.1718	0.6752	0.8016	0.534	0.5056	0.7062	0.17	0.7456	0.3828	0.7892	0.7812	0.9854	0.3504	0.3088	0.1806	0.7078	0.8926	0.5218	0.4164	0.853	0.1606	0.6556	0.2512	0.4682	0.4334	0.2972	0.2704	0.3142	0.1868	0.429	0.1886	0.2654	0.27	0.1932	0.1922	0.3288	0.145	0.1936	0.1544	0.1544	0.1364	0.2422	0.4192	0.2348	0.1918	0.2544	0.145	0.2652	0.1474	0.8768	0.7422	0.934	0.2282	0.8694	0.9356	0.6988	0.4702	0.8604	0.8114	0.8692	0.379	0.8782	0.7054	0.8382	0.7222	0.7382	0.6084	0.6168	0.5706	0.9556	0.1998	0.8066	0.8208	0.3904	0.8738	0.2762	0.2586	0.2894	0.1912	0.854	0.3024	0.1958	0.1928	0.3996	0.1884	0.216	0.1418	0.142	0.1632
IL.10_CD3.CD28	0.245	0.0898	0.2292	0.0686	0.4306	0.5318	0.0602	0.1764	0.0704	0.172	0.2972	0.0532	0.1796	0.0878	0.4442	0.0428	0.6126	0.7304	0.466	0.4014	0.635	0.127	0.681	0.2414	0.6918	0.705	0.8406	0.244	0.2192	0.144	0.6442	0.791	0.4242	0.2874	0.772	0.0798	0.5782	0.1564	0.3408	0.3286	0.1914	0.1658	0.193	0.0742	0.3256	0.1162	0.1672	0.1868	0.1222	0.1116	0.2694	0.0596	0.1078	0.1184	0.0606	0.055	0.1532	0.309	0.1902	0.0762	0.1818	0.116	0.1144	0.0434	0.7874	0.6784	0.8158	0.1338	0.7788	0.8172	0.6206	0.4068	0.773	0.7396	0.777	0.2382	0.786	0.6314	0.7608	0.6538	0.68	0.5472	0.5424	0.4816	0.8276	0.1622	0.7402	0.7478	0.2554	0.7752	0.1722	0.1216	0.1344	0.1252	0.772	0.2214	0.0902	0.0868	0.3236	0.069	0.0896	0.087	0.0466	0.0786
IL.10_ClostridiumP	0.29	0.186	0.289	0.1812	0.4352	0.5228	0.1444	0.2422	0.1768	0.2492	0.342	0.1528	0.2646	0.1628	0.4408	0.1472	0.5852	0.699	0.4668	0.4172	0.6066	0.1934	0.6492	0.306	0.6882	0.6924	0.8442	0.3082	0.276	0.2026	0.6242	0.7672	0.426	0.339	0.7466	0.1628	0.5476	0.2366	0.3744	0.3614	0.2544	0.2362	0.2532	0.1634	0.3468	0.1842	0.2306	0.246	0.2062	0.1968	0.3132	0.1532	0.1894	0.1848	0.1584	0.1518	0.2324	0.353	0.248	0.1836	0.2462	0.1788	0.2208	0.1518	0.7686	0.6416	0.8086	0.217	0.7638	0.8104	0.6062	0.43	0.7552	0.709	0.7514	0.308	0.7682	0.6144	0.7374	0.6204	0.6638	0.5274	0.5212	0.4724	0.8248	0.2198	0.7148	0.7202	0.3228	0.7574	0.2476	0.2238	0.2446	0.1998	0.7484	0.2782	0.1838	0.1846	0.3698	0.1764	0.1966	0.1634	0.147	0.1722
IL.10_PBS	0.3168	0.1376	0.2866	0.1512	0.5964	0.7002	0.073	0.2064	0.1318	0.2286	0.351	0.0584	0.2782	0.0592	0.6142	0.0934	0.77	0.933	0.572	0.5346	0.8006	0.0918	0.857	0.358	0.9808	0.9428	0.5596	0.3028	0.2516	0.102	0.825	0.8194	0.589	0.4048	0.9584	0.0852	0.7572	0.1958	0.488	0.4392	0.2304	0.1998	0.2496	0.105	0.4258	0.112	0.1992	0.203	0.109	0.108	0.2478	0.0646	0.1084	0.0644	0.087	0.0572	0.1762	0.3986	0.1492	0.119	0.188	0.0486	0.1938	0.081	0.8814	0.858	0.7192	0.1542	0.8952	0.712	0.8094	0.466	0.9188	0.956	0.8912	0.3354	0.8688	0.8186	0.9824	0.8358	0.8602	0.6822	0.6926	0.6296	0.6392	0.1108	0.9722	0.9808	0.3712	0.8436	0.198	0.19	0.2274	0.1144	0.9464	0.2464	0.1206	0.113	0.3684	0.1216	0.1414	0.0596	0.0632	0.0828
IL.10_PseudomonasA	0.226	0.1076	0.2174	0.0624	0.3324	0.4318	0.0936	0.1976	0.079	0.1684	0.2888	0.103	0.1406	0.1456	0.3276	0.062	0.5044	0.6314	0.4082	0.3224	0.5344	0.1896	0.5778	0.1788	0.5946	0.6118	0.744	0.2424	0.2302	0.2066	0.5444	0.7004	0.3134	0.2326	0.6756	0.1228	0.4558	0.1788	0.2522	0.2732	0.203	0.177	0.1808	0.0954	0.2786	0.1476	0.1798	0.207	0.1806	0.1722	0.3238	0.1146	0.1612	0.1884	0.0952	0.107	0.187	0.254	0.2584	0.11	0.2158	0.1854	0.1112	0.0778	0.6908	0.57	0.7248	0.1764	0.6864	0.7216	0.5096	0.3948	0.6762	0.6436	0.6826	0.2004	0.694	0.529	0.669	0.5422	0.5784	0.4468	0.4356	0.3794	0.7324	0.2246	0.6472	0.6482	0.1936	0.687	0.2148	0.128	0.1108	0.172	0.6786	0.2296	0.1288	0.129	0.3158	0.0914	0.1158	0.1458	0.0876	0.1312
IL.10_StaphA	0.2298	0.0598	0.203	0.0416	0.4606	0.5648	0.0334	0.1498	0.043	0.1304	0.2778	0.0258	0.1554	0.0582	0.4714	0.0184	0.6444	0.7622	0.4678	0.4138	0.6742	0.0996	0.7158	0.2284	0.7274	0.738	0.8792	0.219	0.1946	0.1112	0.6746	0.8274	0.4438	0.282	0.8044	0.0488	0.6124	0.1332	0.356	0.3272	0.1672	0.1326	0.164	0.0452	0.3252	0.0882	0.1368	0.1514	0.0888	0.0788	0.2324	0.0276	0.0724	0.0848	0.0322	0.0268	0.1242	0.2916	0.1538	0.0448	0.1532	0.0784	0.0816	0.0184	0.8212	0.7154	0.8556	0.101	0.819	0.8554	0.6598	0.3988	0.8076	0.773	0.8154	0.2178	0.8256	0.663	0.7944	0.6876	0.705	0.5676	0.569	0.5012	0.8672	0.1302	0.772	0.7796	0.2456	0.806	0.1472	0.0882	0.1048	0.09	0.805	0.1974	0.0586	0.0554	0.3076	0.0372	0.0596	0.0578	0.0208	0.0466
CCL3_BacillusS	0.5524	0.7562	0.6024	0.712	0.1568	0.1254	0.8436	0.7038	0.7502	0.659	0.5662	0.8502	0.5698	0.918	0.144	0.7966	0.0472	0.0116	0.344	0.3034	0.0288	0.9246	0.0128	0.5094	0.0726	0.0624	0.011	0.6086	0.6708	0.9724	0.0654	4e-04	0.1874	0.4184	0.0102	0.837	0.0478	0.7188	0.2912	0.385	0.666	0.6964	0.6188	0.797	0.4002	0.8256	0.7022	0.7254	0.8286	0.8158	0.7844	0.8456	0.8044	0.9502	0.8138	0.853	0.7492	0.4888	0.8732	0.7736	0.752	0.8818	0.6766	0.8158	0.011	0.0078	0.0108	0.7684	0.011	0.011	0.042	0.5084	0.0122	0.0112	0.0114	0.5192	0.0112	0.0608	0.011	0.0136	0.0368	0.1526	0.1182	0.1886	0.0112	0.934	0.02	0.0094	0.4686	0.0384	0.7306	0.6944	0.635	0.8256	0.011	0.674	0.7838	0.7868	0.5614	0.7672	0.7514	0.9016	0.8292	0.8242
CCL3_BacteroidesV	0.4312	0.626	0.4914	0.5736	0.1044	0.1356	0.709	0.567	0.6318	0.547	0.467	0.7358	0.4388	0.7828	0.074	0.6652	0.0316	0.0046	0.3226	0.221	0.014	0.7674	0.0026	0.366	0.1308	0.1134	0.0264	0.4924	0.5436	0.7928	0.093	0.0224	0.116	0.3158	0.0048	0.7126	0.0318	0.6016	0.1876	0.3132	0.5336	0.5596	0.4804	0.6562	0.316	0.685	0.5674	0.5918	0.7174	0.7106	0.6666	0.7378	0.7	0.8286	0.703	0.7456	0.6386	0.3812	0.7428	0.6612	0.627	0.8516	0.5602	0.7022	0.009	0.0074	0.0164	0.6494	0.0096	0.0212	0.0696	0.4446	0.014	0.0018	0.0172	0.3956	0.0124	0.0964	0.0054	0.0236	0.0542	0.1456	0.0888	0.1558	0.0214	0.829	0.0314	0.0024	0.3486	0.075	0.6216	0.5694	0.4992	0.7048	0.009	0.5458	0.6716	0.6792	0.4788	0.655	0.64	0.7666	0.7162	0.711
CCL3_CandidaA	0.5886	0.79	0.639	0.7498	0.18	0.1306	0.8794	0.7444	0.7774	0.6938	0.5992	0.892	0.608	0.9886	0.173	0.8316	0.0606	0.0118	0.3576	0.3284	0.0398	0.9954	0.016	0.5364	0.0646	0.0634	0.0108	0.6484	0.7054	0.9282	0.0658	0.0012	0.2078	0.452	0.0102	0.8752	0.0596	0.7572	0.322	0.4116	0.7054	0.741	0.6582	0.8302	0.4256	0.859	0.7448	0.767	0.874	0.8474	0.836	0.886	0.8396	0.804	0.8472	0.8982	0.7762	0.521	0.9314	0.8068	0.7942	0.7088	0.7062	0.8498	0.0108	0.0148	0.0108	0.8066	0.0108	0.011	0.0466	0.5312	0.0112	0.0114	0.0112	0.5564	0.0112	0.0632	0.0108	0.02	0.0398	0.1652	0.1308	0.2044	0.0108	0.772	0.02	0.0098	0.5022	0.0372	0.7646	0.7268	0.6684	0.8722	0.011	0.7088	0.8126	0.8192	0.596	0.8008	0.7802	0.9774	0.869	0.8634
CCL3_CD3.CD28	0.266	0.1402	0.267	0.1356	0.4348	0.5174	0.1048	0.2098	0.1318	0.2194	0.3248	0.104	0.2308	0.1218	0.4388	0.1008	0.6022	0.724	0.4648	0.4022	0.624	0.1596	0.6692	0.2812	0.6804	0.6936	0.8398	0.2764	0.2502	0.168	0.6354	0.7804	0.4202	0.3156	0.7694	0.1268	0.562	0.2012	0.3608	0.3442	0.2204	0.196	0.2262	0.119	0.3412	0.1458	0.1944	0.206	0.162	0.162	0.3012	0.11	0.151	0.1514	0.1072	0.1026	0.1908	0.3292	0.2258	0.1342	0.216	0.1412	0.181	0.0992	0.7824	0.6632	0.8188	0.1884	0.7764	0.8142	0.609	0.4182	0.7674	0.7368	0.772	0.277	0.7866	0.6182	0.7538	0.6342	0.6648	0.5246	0.5302	0.4728	0.8278	0.1892	0.7278	0.7394	0.2898	0.7712	0.2178	0.1786	0.1986	0.1596	0.7712	0.2496	0.1434	0.1434	0.345	0.1302	0.148	0.1248	0.1	0.1236
CCL3_ClostridiumP	0.5414	0.7536	0.5996	0.7036	0.152	0.1232	0.8396	0.7034	0.7452	0.6514	0.561	0.8482	0.56	0.9136	0.1426	0.791	0.0468	0.0112	0.338	0.2926	0.0274	0.9198	0.0124	0.4918	0.0728	0.063	0.0108	0.6038	0.6674	0.9694	0.0644	8e-04	0.1804	0.4112	0.0102	0.8354	0.0454	0.7236	0.2782	0.376	0.6614	0.6954	0.61	0.7876	0.3832	0.8198	0.701	0.7232	0.8252	0.8106	0.7842	0.845	0.802	0.961	0.8122	0.8512	0.7464	0.482	0.8702	0.7672	0.747	0.8922	0.6704	0.8098	0.0108	0.0066	0.0108	0.7656	0.0108	0.011	0.039	0.4982	0.0116	0.0112	0.0114	0.5062	0.0112	0.061	0.011	0.0122	0.0364	0.1546	0.1156	0.1854	0.011	0.9438	0.0188	0.01	0.462	0.038	0.7258	0.6896	0.6238	0.8196	0.0114	0.6726	0.7812	0.7852	0.559	0.7646	0.7474	0.9014	0.83	0.8192
CCL3_PBS	0.5784	0.7888	0.6384	0.7468	0.1806	0.1386	0.8782	0.7432	0.7796	0.6932	0.5966	0.8982	0.6038	0.99	0.1736	0.83	0.0646	0.0126	0.3604	0.3244	0.046	0.992	0.018	0.538	0.065	0.0636	0.011	0.6452	0.703	0.9266	0.0704	0.0052	0.213	0.4472	0.0108	0.8736	0.0668	0.7556	0.3204	0.412	0.7058	0.7386	0.653	0.8264	0.4248	0.859	0.7458	0.765	0.875	0.8528	0.8398	0.892	0.8416	0.8018	0.845	0.902	0.779	0.5224	0.9316	0.8034	0.7966	0.7076	0.7062	0.8514	0.011	0.0218	0.011	0.8062	0.011	0.011	0.0532	0.5344	0.0118	0.0118	0.0112	0.5538	0.0112	0.0658	0.011	0.0262	0.0432	0.1676	0.1342	0.2102	0.011	0.7708	0.0226	0.011	0.4992	0.0378	0.7586	0.7256	0.667	0.8802	0.0114	0.7044	0.8132	0.8174	0.5964	0.7988	0.7814	0.9804	0.8728	0.8654
