mouse_id	Location	challenge	Genetics	Name	Plate	IL-1a	IL-5	IFN-y	TNF-a	KC_CXCL1	MCP-1_CCL2	IL-1b	IL-10	MIP-1a_CCL3	MIP-1b_CCL4	IL-17	IL-6	IL-13
86-7	NYU	Candida A.	AtgH	H5.fcs	P8	<0.89	<1.28	<2.50	<1.36	<1.86	<0.81	<1.59	<15.73	3.68	3.37	<2.15	1.08	<0.58
86-8	NYU	Candida A.	AtgH	H6.fcs	P8	<0.89	<1.28	3.14	<1.36	2.95	0.91	<1.59	<15.73	5	4.01	<2.15	1.29	<0.58
86-9	NYU	Candida A.	AtgH	H7.fcs	P8	<0.89	<1.28	3.11	<1.36	<1.86	<0.81	<1.59	<15.73	3.79	<2.33	<2.15	<0.91	<0.58
71-3	NYU	Candida A.	AtgE	H8.fcs	P8	<0.89	<1.28	<2.50	<1.36	<1.86	<0.81	<1.59	<15.73	3.1	<2.33	<2.15	<0.91	<0.58
71-6	NYU	Candida A.	AtgE	H9.fcs	P8	<0.89	<1.28	<2.50	<1.36	3.71	<0.81	<1.59	<15.73	5.77	<2.33	<2.15	1.26	<0.58
51 49 57	SF	PBS	AtgH	A10.fcs	P9	2.25	5.43	<2.68	1.36	7.68	<2.80	<1.57	62.68	9.13	<39.06	<1.38	--	<1.91
51 51 55	SF	PBS	AtgH	A11.fcs	P9	2.04	4.74	<2.68	1.73	35.66	<2.80	<1.57	40.02	9.34	<39.06	<1.38	--	3.33
51 53 50	SF	PBS	AtgH	A12.fcs	P9	2.22	4.75	<2.68	1.28	8.1	<2.80	<1.57	60.33	8.87	<39.06	<1.38	--	<1.91
51 51 52	SF	PBS	NOD2	A3.fcs	P9	<0.90	<0.78	<2.68	<0.96	128.73	<2.80	<1.57	<39.06	11.6	<39.06	<1.38	--	<1.91
51 52 49	SF	PBS	NOD2	A4.fcs	P9	<0.90	1.38	<2.68	<0.96	15.22	<2.80	<1.57	<39.06	6.61	<39.06	<1.38	--	<1.91
51 50 55	SF	PBS	NOD2	A5.fcs	P9	<0.90	<0.78	<2.68	<0.96	7.5	<2.80	<1.57	43.58	20.84	<39.06	<1.38	--	2.35
50 54 52	SF	PBS	AtgW	A6.fcs	P9	1.2	2.48	<2.68	1.99	6.93	<2.80	<1.57	55.22	6.43	<39.06	<1.38	--	7.85
50 50 49	SF	PBS	AtgW	A7.fcs	P9	<0.90	4.14	<2.68	<0.96	4.92	<2.80	<1.57	<39.06	12.03	<39.06	<1.38	--	<1.91
50 50 48	SF	PBS	AtgW	A8.fcs	P9	<0.90	2.91	<2.68	1.05	18.55	<2.80	<1.57	61.88	5.94	<39.06	<1.38	--	<1.91
50 49 49	SF	PBS	AtgW	A9.fcs	P9	2.19	7.14	<2.68	2.43	11.78	<2.80	<1.57	60.09	11.7	<39.06	13.23	--	3.82
51 49 57	SF	CD3/CD28	AtgH	B10.fcs	P9	2.56	60.24	1104	55.3	29.61	<2.80	23.03	103.12	212.85	72.85	60.86	--	9.83
51 51 55	SF	CD3/CD29	AtgH	B11.fcs	P9	2.68	57.08	1229	52.15	41.27	7.24	<1.57	96.66	235.91	80.98	105.91	--	6.92
51 53 50	SF	CD3/CD30	AtgH	B12.fcs	P9	2.48	7.46	<2.68	3.42	19.75	<2.80	<1.57	55.03	13.86	<39.06	1.55	--	2.58
51 51 52	SF	CD3/CD31	NOD2	B3.fcs	P9	2.03	45.29	1212	40.41	337.83	31.05	<1.57	55.38	122	57.29	104.04	--	4.12
51 52 49	SF	CD3/CD32	NOD2	B4.fcs	P9	1.7	16.31	4259	81.25	50.25	5.47	<1.57	<39.06	378.09	68.76	158.66	--	7.28
51 50 55	SF	CD3/CD33	NOD2	B5.fcs	P9	3.3	55.41	832.66	49.99	2.94	<2.80	<1.57	44.64	189.55	62.03	80.01	--	6.14
50 54 52	SF	CD3/CD34	AtgW	B6.fcs	P9	1.21	48.14	1959	73.01	5.97	<2.80	<1.57	70.12	374.84	113.87	163.17	--	7.13
50 50 49	SF	CD3/CD35	AtgW	B7.fcs	P9	2.61	62.98	1546	37.59	9.49	<2.80	<1.57	63.75	157.01	62.49	94.33	--	8.51
50 50 48	SF	CD3/CD36	AtgW	B8.fcs	P9	0.98	27.47	541.12	41.87	26.37	<2.80	<1.57	68.12	103.75	51.2	58.55	--	6.02
50 49 49	SF	CD3/CD37	AtgW	B9.fcs	P9	1.9	11.22	967.24	48.58	14.47	3.94	<1.57	71.2	241.82	77.91	80.54	--	3.63
51 49 57	SF	Staph A.	AtgH	C10.fcs	P9	4.2	7.95	100.87	18.4	38.25	<2.80	21.24	89.64	90.59	<39.06	12.49	--	10.91
51 51 55	SF	Staph A.	AtgH	C11.fcs	P9	4.13	8.04	47.77	23.76	262.95	6.7	<1.57	92.05	151.39	39.43	<1.38	--	5.01
51 53 50	SF	Staph A.	AtgH	C12.fcs	P9	4.49	12.55	8.11	4.35	40.38	7.05	17.19	81.4	19.28	40.64	7.98	--	4.46
51 51 52	SF	Staph A.	NOD2	C3.fcs	P9	2.55	3.41	580.74	25.15	468.03	25.78	<1.57	39.78	176.13	42.52	<1.38	--	2.77
51 52 49	SF	Staph A.	NOD2	C4.fcs	P9	2	4.94	<2.68	16.93	93.42	<2.80	<1.57	60.27	63.69	<39.06	<1.38	--	4.67
51 50 55	SF	Staph A.	NOD2	C5.fcs	P9	2.03	2.98	56.59	12.56	43.53	<2.80	<1.57	<39.06	83.55	<39.06	<1.38	--	1.92
50 54 52	SF	Staph A.	AtgW	C6.fcs	P9	3.01	5.05	4.68	28.18	38.2	<2.80	<1.57	<39.06	201.4	43.93	<1.38	--	5.98
50 50 49	SF	Staph A.	AtgW	C7.fcs	P9	1.7	5.56	36.06	11.97	20.42	<2.80	<1.57	40.61	107.19	<39.06	8.24	--	3.84
50 50 48	SF	Staph A.	AtgW	C8.fcs	P9	4.23	4.7	39.05	33.71	818.5	21.69	<1.57	67.79	250.69	<39.06	13.53	--	7.64
50 49 49	SF	Staph A.	AtgW	C9.fcs	P9	2.64	5.87	<2.68	9.5	31.09	7.37	<1.57	50.68	60.78	<39.06	24.17	--	2.46
51 49 57	SF	Pseudomonas A.	AtgH	D10.fcs	P9	5.97	9.66	28.6	8.77	54.48	12.31	28.89	99.76	129.46	43.39	20.66	--	8.09
51 51 55	SF	Pseudomonas A.	AtgH	D11.fcs	P9	3.97	10.71	66.6	18.48	629.41	23.18	<1.57	69.08	253.63	44.79	18.14	--	7.2
51 53 50	SF	Pseudomonas A.	AtgH	D12.fcs	P9	5.05	9.84	59.94	8.74	141.79	15.24	32.24	76.24	113.09	42.54	13.23	--	9.23
51 51 52	SF	Pseudomonas A.	NOD2	D3.fcs	P9	5.96	4.1	2353	24.38	1514	75.85	<1.57	67.24	327.42	59.32	77.22	--	<1.91
51 52 49	SF	Pseudomonas A.	NOD2	D4.fcs	P9	2.04	2.35	<2.68	10.73	177.05	<2.80	<1.57	49.91	151.86	<39.06	<1.38	--	<1.91
51 50 55	SF	Pseudomonas A.	NOD2	D5.fcs	P9	1.16	4.11	453.32	13.44	83.11	<2.80	<1.57	67.22	218.46	40.69	<1.38	--	<1.91
50 54 52	SF	Pseudomonas A.	AtgW	D6.fcs	P9	3.17	6	1368	33.76	64.19	<2.80	<1.57	63.39	347.43	53.24	2.1	--	7.13
50 50 49	SF	Pseudomonas A.	AtgW	D7.fcs	P9	2.8	3.13	1666	7.76	11.21	<2.80	<1.57	103.38	103.64	50.15	1.65	--	<1.91
50 50 48	SF	Pseudomonas A.	AtgW	D8.fcs	P9	14.72	23.18	332.41	24.53	1783	42.84	57.55	297.19	353.27	63.16	24.72	--	13.67
50 49 49	SF	Pseudomonas A.	AtgW	D9.fcs	P9	3.9	5.77	440.4	6.89	164.67	9.8	<1.57	115.12	124.03	42.31	<1.38	--	7.44
51 49 57	SF	Bacillus S.	AtgH	E10.fcs	P9	4.49	9.51	13.15	6.08	37.33	5.2	<1.57	52.54	69.37	<39.06	5.66	--	6.04
51 51 55	SF	Bacillus S.	AtgH	E11.fcs	P9	4.25	6.48	266.04	7.26	214.39	12.87	<1.57	61.08	87.71	<39.06	6.49	--	6.3
51 53 50	SF	Bacillus S.	AtgH	E12.fcs	P9	5.11	9.49	12.17	6.62	61.62	6.83	<1.57	62.18	71.97	<39.06	17.14	--	8.76
51 51 52	SF	Bacillus S.	NOD2	E3.fcs	P9	3.4	6.07	642.19	9.95	881.23	52.73	<1.57	65.54	122.44	43.64	14.34	--	5.1
51 52 49	SF	Bacillus S.	NOD2	E4.fcs	P9	3.01	5.18	<2.68	10.41	108.94	3.51	<1.57	<39.06	106.77	<39.06	<1.38	--	<1.91
51 50 55	SF	Bacillus S.	NOD2	E5.fcs	P9	2.13	3.11	128.45	6.21	28.18	<2.80	<1.57	44.28	127.68	<39.06	9.15	--	4.64
50 54 52	SF	Bacillus S.	AtgW	E6.fcs	P9	2.56	9.28	21.07	14.93	51.41	6.38	<1.57	65.47	184.41	47.22	7.32	--	6.61
50 50 49	SF	Bacillus S.	AtgW	E7.fcs	P9	2.37	7.84	<2.68	5.38	18.82	4.13	<1.57	81.21	78.38	<39.06	9.33	--	4.19
50 50 48	SF	Bacillus S.	AtgW	E8.fcs	P9	3.79	7.71	<2.68	7.67	593.33	17.43	<1.57	71.27	115.43	<39.06	1.79	--	10.44
50 49 49	SF	Bacillus S.	AtgW	E9.fcs	P9	2.93	6.6	8.5	6.45	48.76	7.11	<1.57	62.22	90.29	41	13.72	--	7.98
51 49 57	SF	Clostridium P.	AtgH	F10.fcs	P9	4.92	6.71	7.67	13.48	38.75	5.84	<1.57	61.31	25.3	<39.06	5.89	--	6.61
51 51 55	SF	Clostridium P.	AtgH	F11.fcs	P9	5.17	9.23	7.76	27.18	246.48	18.81	<1.57	70.65	87.76	42.12	12.45	--	9.67
51 53 50	SF	Clostridium P.	AtgH	F12.fcs	P9	6.5	13.33	38.82	5.59	47.54	12.17	22.79	66.32	18.81	<39.06	14.02	--	8.94
51 51 52	SF	Clostridium P.	NOD2	F3.fcs	P9	3.77	6.62	239.69	14.96	689.36	31.91	24.28	69.36	48.31	<39.06	20.69	--	4.16
51 52 49	SF	Clostridium P.	NOD2	F4.fcs	P9	2.74	8.64	<2.68	15.69	83.18	<2.80	<1.57	46.18	30.05	<39.06	3.5	--	<1.91
51 50 55	SF	Clostridium P.	NOD2	F5.fcs	P9	3.95	3.86	<2.68	10.82	23.86	<2.80	<1.57	52.15	40.98	<39.06	10.08	--	7.37
50 54 52	SF	Clostridium P.	AtgW	F6.fcs	P9	4.45	6.59	<2.68	20.95	30.57	8.92	34.08	96.8	68.86	<39.06	17.2	--	5.9
50 50 49	SF	Clostridium P.	AtgW	F7.fcs	P9	5.16	8.4	14.13	9.4	21.72	15.62	14.62	78.46	26.35	<39.06	16.1	--	8.61
50 50 48	SF	Clostridium P.	AtgW	F8.fcs	P9	5.94	10.1	<2.68	17.9	429.77	8.19	18.83	68.19	93.93	<39.06	7.63	--	11.44
50 49 49	SF	Clostridium P.	AtgW	F9.fcs	P9	3.09	6.2	<2.68	7.78	29.51	4.22	<1.57	63.7	26.08	<39.06	3.08	--	8.37
51 49 57	SF	Bacteroides V.	AtgH	G10.fcs	P9	6.26	13.31	75.94	8.92	72.72	8.86	17.7	77.39	114.59	<39.06	18.44	--	8.13
51 51 55	SF	Bacteroides V.	AtgH	G11.fcs	P9	5.51	14.95	153.86	19.78	417.99	25.92	10.29	76.79	255.82	50.68	12.43	--	8.25
51 53 50	SF	Bacteroides V.	AtgH	G12.fcs	P9	6.35	13.87	15.11	4.85	76.39	9.45	6.14	69.68	38.73	<39.06	21.88	--	10.23
51 51 52	SF	Bacteroides V.	NOD2	G3.fcs	P9	6	11.05	2232	20.39	778.12	45.73	<1.57	69.97	228.31	<39.06	56.77	--	22.5
51 52 49	SF	Bacteroides V.	NOD2	G4.fcs	P9	2.92	5.3	<2.68	15.03	119.66	3.62	<1.57	55.38	138.71	<39.06	<1.38	--	4.96
51 50 55	SF	Bacteroides V.	NOD2	G5.fcs	P9	3.76	11.83	149.6	15.79	107.36	9.87	12.54	101.69	244.17	40.12	13.99	--	6.22
50 54 52	SF	Bacteroides V.	AtgW	G6.fcs	P9	3.52	9.41	140	26.87	66.92	3.05	<1.57	95.25	253.24	48.13	8.7	--	10.47
50 50 49	SF	Bacteroides V.	AtgW	G7.fcs	P9	4.64	7.29	<2.68	6.07	22.67	<2.80	<1.57	67.54	97.74	39.98	<1.38	--	5.14
50 50 48	SF	Bacteroides V.	AtgW	G8.fcs	P9	3.12	7.74	55.58	15.55	729.72	5.31	5.5	84.26	190.94	40.52	2.48	--	7.59
50 49 49	SF	Bacteroides V.	AtgW	G9.fcs	P9	2.73	10.86	<2.68	7.94	62.77	<2.80	18.35	73.89	129.65	41.49	11.17	--	6.99
51 49 57	SF	Candida A.	AtgH	H10.fcs	P9	6.77	8.72	<2.68	4.5	20.85	<2.80	15.08	55.71	13.55	<39.06	18.83	--	5.52
51 51 55	SF	Candida A.	AtgH	H11.fcs	P9	4.19	13.59	<2.68	2.85	61.06	4.22	<1.57	60.71	17.54	<39.06	12.07	--	9.38
51 53 50	SF	Candida A.	AtgH	H12.fcs	P9	5.41	11.56	10.97	4.66	28.84	5.24	7.47	74.97	13.56	<39.06	17	--	7.24
51 51 52	SF	Candida A.	NOD2	H3.fcs	P9	4.71	7.18	<2.68	3.59	403.98	22.92	<1.57	45.62	38.74	<39.06	6.5	--	10.92
51 52 49	SF	Candida A.	NOD2	H4.fcs	P9	2.88	5.48	<2.68	2.59	21.71	<2.80	<1.57	57.79	17.27	<39.06	10.83	--	<1.91
51 50 55	SF	Candida A.	NOD2	H5.fcs	P9	2.91	11.05	<2.68	3.73	16.32	<2.80	<1.57	48.6	25.2	<39.06	15.17	--	7.63
50 54 52	SF	Candida A.	AtgW	H6.fcs	P9	3.9	7.75	5.98	4.11	18.5	<2.80	<1.57	47.01	19.98	<39.06	4.19	--	7.21
50 50 49	SF	Candida A.	AtgW	H7.fcs	P9	3.77	9.13	<2.68	2	12.06	<2.80	<1.57	52.62	14.27	<39.06	16.76	--	6.61
50 50 48	SF	Candida A.	AtgW	H8.fcs	P9	3.9	8.7	<2.68	3.52	56.99	6.92	<1.57	48.92	21.62	<39.06	12.72	--	9.41
50 49 49	SF	Candida A.	AtgW	H9.fcs	P9	3.76	9.23	<2.68	2.62	22.95	6.94	3.59	65.02	14	<39.06	10.19	--	6.14
51 50 57	SF	PBS	AtgE	A10.fcs	P11	<2.79	6.31	10.05	<2.82	48.74	17.69	14.41	38.7	11.45	29.85	11.02	25.85	1.98
50 57 48	SF	PBS	AtgE	A11.fcs	P11	<2.79	13.63	21.99	4.9	25.02	19.87	19.63	86.94	34.83	44.91	6.34	13.8	5.59
50 54 59	SF	PBS	AtgE	A12.fcs	P11	4.7	22.12	33.04	10.15	59.32	21.62	30.72	123	42.88	68.96	17.27	23.62	6.75
50 55 51	SF	PBS	B6	A3.fcs	P11	<2.79	<1.35	<1.36	<2.82	<1.17	<2.83	<2.61	<2.88	14.47	<1.35	<1.22	<1.28	<0.84
50 48 49	SF	PBS	B6	A4.fcs	P11	<2.79	<1.35	12.51	<2.82	29.86	15.96	17.39	100.88	27.05	33.73	3.87	13.67	3.09
51 52 55	SF	PBS	B6	A5.fcs	P11	<2.79	<1.35	<1.36	<2.82	<1.17	<2.83	<2.61	<2.88	30.39	1.74	<1.22	<1.28	<0.84
51 56 54	SF	PBS	B6	A6.fcs	P11	<2.79	<1.35	<1.36	<2.82	<1.17	<2.83	<2.61	<2.88	8.71	<1.35	<1.22	<1.28	<0.84
50 51 50	SF	PBS	B6	A7.fcs	P11	<2.79	<1.35	3.78	<2.82	3.16	<2.83	2.75	27.16	12.68	30.84	<1.22	<1.28	<0.84
50 50 54	SF	PBS	AtgE	A8.fcs	P11	<2.79	<1.35	3.99	<2.82	15.82	11.13	7.54	27.38	28.21	15.39	<1.22	8.84	3.12
51 53 57	SF	PBS	AtgE	A9.fcs	P11	<2.79	<1.35	4.97	<2.82	20.6	7.5	7.04	24.03	18.25	24.1	<1.22	7.57	<0.84
51 50 57	SF	CD3/CD28	AtgE	B10.fcs	P11	<2.79	50.74	3688	82.85	89.9	29.73	26.26	143.07	279.46	231.55	125.52	47.96	11.89
50 57 48	SF	CD3/CD29	AtgE	B11.fcs	P11	<2.79	75.45	2932	110.04	29.57	11.79	20.9	112.05	321.76	229.33	136.88	70.33	15.95
50 54 59	SF	CD3/CD30	AtgE	B12.fcs	P11	6.71	47.46	6674	153.18	80.34	25.87	25.82	190.58	395.83	270.1	199.5	95.75	16.08
50 55 51	SF	CD3/CD31	B6	B3.fcs	P11	<2.79	51.05	1166	66.66	2.91	<2.83	6.1	55.24	225.87	168.38	117.75	85.34	<0.84
50 48 49	SF	CD3/CD32	B6	B4.fcs	P11	<2.79	45.15	4531	90.25	25.32	14.29	<2.61	89.3	365.65	204.63	145.9	90.93	1.93
51 52 55	SF	CD3/CD33	B6	B5.fcs	P11	<2.79	41.7	2549	89.73	30.72	13.57	7.4	44.3	195.57	184.13	226.36	98.84	7.09
51 56 54	SF	CD3/CD34	B6	B6.fcs	P11	<2.79	56.32	3606	72.44	25.92	9.58	<2.61	7.73	233.84	188.42	103.13	63.95	2.29
50 51 50	SF	CD3/CD35	B6	B7.fcs	P11	<2.79	165.88	1520	63.98	40.26	26.23	18	119.78	174.98	176.44	117.1	84.11	13.32
50 50 54	SF	CD3/CD36	AtgE	B8.fcs	P11	3.08	41.97	2384	102.14	31.81	19.82	10.95	113.7	263.49	223.93	101.56	108.45	6.64
51 53 57	SF	CD3/CD37	AtgE	B9.fcs	P11	4.51	78.26	2190	72.18	64.83	26.57	20.97	147.1	238.27	198.73	67.86	77.24	20.18
51 50 57	SF	Staph A.	AtgE	C10.fcs	P11	11.24	19.74	2091	78.88	949.5	77.08	26.7	141.42	450.72	228.56	58.06	58.66	9.22
50 57 48	SF	Staph A.	AtgE	C11.fcs	P11	2.86	16.95	51.52	34.81	58.01	15.73	24.68	105.67	100.2	81.16	16.23	29.71	5.72
50 54 59	SF	Staph A.	AtgE	C12.fcs	P11	5.28	21.46	246.84	79.01	838.62	34.19	27.35	124.23	301.46	135.35	37.19	47.82	13.69
50 55 51	SF	Staph A.	B6	C3.fcs	P11	<2.79	<1.35	<1.36	7.93	23.08	15.91	12.76	<2.88	57.47	35.57	3.19	8.22	<0.84
50 48 49	SF	Staph A.	B6	C4.fcs	P11	<2.79	<1.35	45.85	27.18	50.8	10.56	<2.61	<2.88	133.68	45.11	<1.22	18.55	<0.84
51 52 55	SF	Staph A.	B6	C5.fcs	P11	<2.79	<1.35	539.77	48.29	54.89	17.83	8.49	44.59	230.77	145.82	39.38	47.43	<0.84
51 56 54	SF	Staph A.	B6	C6.fcs	P11	<2.79	3.03	76.04	23.91	60.18	21.43	17.17	76.22	112.02	65.37	6.29	35.79	5.61
50 51 50	SF	Staph A.	B6	C7.fcs	P11	<2.79	12.66	87.81	29	59.38	24.63	20.47	57.35	122.24	75.92	10.78	39.64	4.43
50 50 54	SF	Staph A.	AtgE	C8.fcs	P11	<2.79	9.72	24.92	35.86	92.89	22.92	17.67	174.6	176.7	85.08	15.93	47.53	3.6
51 53 57	SF	Staph A.	AtgE	C9.fcs	P11	9.48	22.43	39.38	50.37	374.04	50.01	22.16	169.45	283.44	144.66	13.05	84.81	26.11
51 50 57	SF	Pseudomonas A.	AtgE	D10.fcs	P11	12.79	23.25	838.69	27.48	405.08	31.76	24.31	125.9	157.26	114.75	21.43	108.34	14.01
50 57 48	SF	Pseudomonas A.	AtgE	D11.fcs	P11	5.18	18.98	155.46	20.72	55.13	21.49	22.79	154.17	139.26	80.94	25.57	128.92	9.72
50 54 59	SF	Pseudomonas A.	AtgE	D12.fcs	P11	9.26	23.47	710.67	36.73	550.53	29.53	26.02	172.45	272.85	133.92	22.16	147.52	12.27
50 55 51	SF	Pseudomonas A.	B6	D3.fcs	P11	15.05	17.23	13.74	18.55	35	16.63	11.27	<2.88	117.72	63.49	15.42	118.09	6.05
50 48 49	SF	Pseudomonas A.	B6	D4.fcs	P11	<2.79	1.53	61.72	19.49	103.57	15.87	8.88	55.7	152.16	56.83	<1.22	140.69	1.47
51 52 55	SF	Pseudomonas A.	B6	D5.fcs	P11	<2.79	3.01	2628	29.54	70.22	14.96	13.69	103.21	297.24	130.29	4.53	281.59	7.26
51 56 54	SF	Pseudomonas A.	B6	D6.fcs	P11	<2.79	5.79	708.43	16.46	58.65	20.57	10.28	14.35	113.51	58.85	1.3	159.58	<0.84
50 51 50	SF	Pseudomonas A.	B6	D7.fcs	P11	<2.79	7.68	237.23	15.44	46.5	14.61	8.92	55.15	151.24	65.34	5.7	169.95	6.01
50 50 54	SF	Pseudomonas A.	AtgE	D8.fcs	P11	<2.79	13.93	117.37	26.37	149.76	19.42	13.14	72.81	232.45	60.74	15.42	206.82	13.79
51 53 57	SF	Pseudomonas A.	AtgE	D9.fcs	P11	8.26	21.62	582.19	28.43	432.85	34.34	25.01	111.23	242.58	101.3	11.83	132.65	12.21
51 50 57	SF	Bacillus S.	AtgE	E10.fcs	P11	14.41	28.69	218.55	27.74	646.19	67.84	45.67	262.31	187.03	156.97	49.87	90.24	51.26
50 57 48	SF	Bacillus S.	AtgE	E11.fcs	P11	9.29	32.28	60.13	15.21	76.91	33.77	39.9	142.52	87.87	97.23	31.59	67.55	15.76
50 54 59	SF	Bacillus S.	AtgE	E12.fcs	P11	17.19	36.9	94.13	20.36	320.76	32.98	46.06	251.23	136.33	133.7	50.98	102.06	25.07
50 55 51	SF	Bacillus S.	B6	E3.fcs	P11	<2.79	<1.35	7.3	9.27	38.58	17.66	15.43	60.61	68.78	26.15	2.88	28.14	1.28
50 48 49	SF	Bacillus S.	B6	E4.fcs	P11	<2.79	11.18	53.79	11.37	67.46	18.33	11.97	69.36	99.35	59.74	5.2	45.07	6.94
51 52 55	SF	Bacillus S.	B6	E5.fcs	P11	5.42	14.89	294.67	18.51	77.64	26.48	20.23	89.3	211.38	131.69	22.99	80.78	7.13
51 56 54	SF	Bacillus S.	B6	E6.fcs	P11	3.79	17.16	33.32	15.18	70.98	28.36	25.43	171.37	98.66	61.44	20.05	51.69	9.13
50 51 50	SF	Bacillus S.	B6	E7.fcs	P11	4.75	12.97	107.06	12.98	62.42	26.16	20.04	22.16	65.88	20.28	25.37	52.72	11.42
50 50 54	SF	Bacillus S.	AtgE	E8.fcs	P11	8.37	18.29	59.69	19.74	125.18	29.54	23.75	112.65	133.26	98.07	24.8	85.68	16.99
51 53 57	SF	Bacillus S.	AtgE	E9.fcs	P11	12.43	25.89	35.75	23.09	284.27	39.47	27.92	169.32	137.43	85.65	21.63	62.61	16.9
51 50 57	SF	Clostridium P.	AtgE	F10.fcs	P11	14.09	27.29	84.17	51.99	489.53	42.94	27.21	64.36	199.67	107.84	26.33	53.75	14.24
50 57 48	SF	Clostridium P.	AtgE	F11.fcs	P11	8.83	26	41.05	28.88	84.82	31.25	34.73	167.59	67.36	79.24	22.99	35.13	15.56
50 54 59	SF	Clostridium P.	AtgE	F12.fcs	P11	13.59	36.93	77.05	43.71	313.23	40.98	41.62	183.54	149.43	125.73	45.88	65.12	19.17
50 55 51	SF	Clostridium P.	B6	F3.fcs	P11	<2.79	1.42	7.54	10.56	25.08	16.79	14.65	48.7	33.78	23.19	15.2	11.98	<0.84
50 48 49	SF	Clostridium P.	B6	F4.fcs	P11	<2.79	<1.35	47.64	18.91	43.8	<2.83	3.43	23.04	58.99	<1.35	5.96	21.1	<0.84
51 52 55	SF	Clostridium P.	B6	F5.fcs	P11	<2.79	11.81	38.71	36.53	65.57	22.89	13.8	38.5	74.61	47.01	15.36	27.25	4.12
51 56 54	SF	Clostridium P.	B6	F6.fcs	P11	<2.79	14.02	17.63	18.88	52.24	19.42	16.48	<2.88	42.54	41.43	2.07	44.37	11.37
50 51 50	SF	Clostridium P.	B6	F7.fcs	P11	4.9	19.22	40.06	16.71	62.03	22.44	21.46	80.93	51.85	43.72	13.44	21.16	9.93
50 50 54	SF	Clostridium P.	AtgE	F8.fcs	P11	<2.79	20.63	59.94	27.77	94.88	21.82	16.76	57.07	69.89	50.63	15.59	22.75	8.43
51 53 57	SF	Clostridium P.	AtgE	F9.fcs	P11	11.95	26.03	112.63	37.52	212.35	34.96	27.3	136.48	140.47	66.99	27.23	51.46	17.72
51 50 57	SF	Bacteroides V.	AtgE	G10.fcs	P11	13.11	28.23	648.42	49.33	933.92	49.34	32.37	168.36	363.15	156.51	36.64	636.05	34.6
50 57 48	SF	Bacteroides V.	AtgE	G11.fcs	P11	12.4	43.06	61.26	26.27	129.35	37.49	43.27	322.73	144.34	130.77	47.25	301.21	22.95
50 54 59	SF	Bacteroides V.	AtgE	G12.fcs	P11	13.29	55.66	137.43	65.64	602.55	41.96	39.59	279.87	336.95	ND	ND	325.36	<0.84
50 55 51	SF	Bacteroides V.	B6	G3.fcs	P11	<2.79	6.52	14.85	8.87	40.55	21.44	11.49	94.11	126.4	28.78	1.3	172.94	4.36
50 48 49	SF	Bacteroides V.	B6	G4.fcs	P11	<2.79	14.8	1081	24.74	101.53	25.23	27.34	156.43	124.78	62.72	22.91	246.57	9.46
51 52 55	SF	Bacteroides V.	B6	G5.fcs	P11	3.96	22.81	1564	43.19	129.13	22.85	22.02	178.06	252.73	147.93	23.5	534.13	9.49
51 56 54	SF	Bacteroides V.	B6	G6.fcs	P11	5.82	21.65	144.86	23.23	86.29	21.65	26.96	160.19	114.6	64.97	17.06	297.08	6.84
50 51 50	SF	Bacteroides V.	B6	G7.fcs	P11	5.6	20.14	36.29	20.75	83.21	25.07	27.39	193	123.04	65.1	26.01	319.94	11.22
50 50 54	SF	Bacteroides V.	AtgE	G8.fcs	P11	4.05	22.92	187.22	27.23	139.24	26.08	32.58	145.26	189.08	97.27	22.87	598.46	12.98
51 53 57	SF	Bacteroides V.	AtgE	G9.fcs	P11	8.24	30.85	58	30.11	290.71	32.25	29.9	246.14	181.28	105.72	36.01	175.43	12.78
51 50 57	SF	Candida A.	AtgE	H10.fcs	P11	15.83	35.76	52.85	19.28	123.93	37.96	43.54	265.84	59.87	104.24	28.21	51.63	17.05
50 57 48	SF	Candida A.	AtgE	H11.fcs	P11	24.13	57.01	154.42	32.4	126.09	52.59	75.13	507.58	80.19	161.42	71.88	89.29	33.18
50 54 59	SF	Candida A.	AtgE	H12.fcs	P11	15.3	40.86	80.21	23.9	100.82	35.74	50.51	350.03	68.88	115.89	48.93	54.46	23.89
50 55 51	SF	Candida A.	B6	H3.fcs	P11	<2.79	14.36	20.51	<2.82	26.28	21.34	15.61	106.9	22.87	41.43	8.18	5.35	1.8
50 48 49	SF	Candida A.	B6	H4.fcs	P11	5.25	18.92	28.76	7.84	42.96	24.62	28.07	74.7	37.22	48.87	11.96	23.43	12.83
51 52 55	SF	Candida A.	B6	H5.fcs	P11	5.67	15.53	27.76	14.17	40.43	23.21	20.56	143.41	44.59	48.93	25.23	25.76	9.74
51 56 54	SF	Candida A.	B6	H6.fcs	P11	7.45	27.13	40.97	13.64	54.02	26.32	32.74	131.27	36.71	63.92	23.91	7.59	12.84
50 51 50	SF	Candida A.	B6	H7.fcs	P11	7.36	28.11	38.58	9.76	60.99	27.18	35.44	199.52	39.25	90.74	32.35	26.35	17.28
50 50 54	SF	Candida A.	AtgE	H8.fcs	P11	10.79	32.01	46.69	10.04	70.49	33.14	43.7	199.94	55.68	84.13	43.02	44.91	17.51
51 53 57	SF	Candida A.	AtgE	H9.fcs	P11	5.48	34.91	56.17	14	77.91	30.71	44.92	269.05	46.66	84.11	24.77	50.32	14.17
